date,count
1/1/2017,27725596
1/2/2017,27738292
1/3/2017,27750988
1/4/2017,27763684
1/5/2017,27776380
1/6/2017,27789076
1/7/2017,27801772
1/8/2017,27814467
1/9/2017,27827163
1/10/2017,27839859
1/11/2017,27852555
1/12/2017,27865251
1/13/2017,27877947
1/14/2017,27890643
1/15/2017,27875393
1/16/2017,27860144
1/17/2017,27844894
1/18/2017,27829645
1/19/2017,27814395
1/20/2017,27799145
1/21/2017,27783896
1/22/2017,27768646
1/23/2017,27753397
1/24/2017,27738147
1/25/2017,27722898
1/26/2017,27707648
1/27/2017,27692398
1/28/2017,27677149
1/29/2017,27661899
1/30/2017,27646650
1/31/2017,27631400
2/1/2017,27656225
2/2/2017,27681050
2/3/2017,27705875
2/4/2017,27730701
2/5/2017,27755526
2/6/2017,27780351
2/7/2017,27805176
2/8/2017,27830001
2/9/2017,27854826
2/10/2017,27879651
2/11/2017,27904477
2/12/2017,27929302
2/13/2017,27954127
2/14/2017,27978952
2/15/2017,28003777
2/16/2017,28028602
2/17/2017,28053427
2/18/2017,28078252
2/19/2017,28103078
2/20/2017,28127903
2/21/2017,28152728
2/22/2017,28177553
2/23/2017,28202378
2/24/2017,28227203
2/25/2017,28252028
2/26/2017,28276854
2/27/2017,28301679
2/28/2017,28326504
3/1/2017,28351329
3/2/2017,28376154
3/3/2017,28400979
3/4/2017,28425804
3/5/2017,28450630
3/6/2017,28475455
3/7/2017,28500280
3/8/2017,28525105
3/9/2017,28549930
3/10/2017,28574755
3/11/2017,28599580
3/12/2017,28624405
3/13/2017,28649231
3/14/2017,28674056
3/15/2017,28698881
3/16/2017,28723706
3/17/2017,28748531
3/18/2017,28773356
3/19/2017,28798181
3/20/2017,28823007
3/21/2017,28847832
3/22/2017,28872657
3/23/2017,28897482
3/24/2017,28922307
3/25/2017,28947132
3/26/2017,28971957
3/27/2017,28996783
3/28/2017,29021608
3/29/2017,29046433
3/30/2017,29071258
3/31/2017,29096083
4/1/2017,29120908
4/2/2017,29145733
4/3/2017,29170558
4/4/2017,29195384
4/5/2017,29220209
4/6/2017,29245034
4/7/2017,29269859
4/8/2017,29294684
4/9/2017,29319509
