date,count
1/1/2017,800000
1/2/2017,796667
1/3/2017,793333
1/4/2017,790000
1/5/2017,786667
1/6/2017,783333
1/7/2017,780000
1/8/2017,776667
1/9/2017,773333
1/10/2017,770000
1/11/2017,766667
1/12/2017,763333
1/13/2017,760000
1/14/2017,756667
1/15/2017,753333
1/16/2017,750000
1/17/2017,747093
1/18/2017,744186
1/19/2017,741279
1/20/2017,738372
1/21/2017,735465
1/22/2017,732558
1/23/2017,729651
1/24/2017,726744
1/25/2017,723837
1/26/2017,720930
1/27/2017,718023
1/28/2017,715116
1/29/2017,712209
1/30/2017,709302
1/31/2017,706395
2/1/2017,703488
2/2/2017,700581
2/3/2017,697674
2/4/2017,694767
2/5/2017,691860
2/6/2017,688953
2/7/2017,686047
2/8/2017,683140
2/9/2017,680233
2/10/2017,677326
2/11/2017,674419
2/12/2017,671512
2/13/2017,668605
2/14/2017,665698
2/15/2017,662791
2/16/2017,659884
2/17/2017,656977
2/18/2017,654070
2/19/2017,651163
2/20/2017,648256
2/21/2017,645349
2/22/2017,642442
2/23/2017,639535
2/24/2017,636628
2/25/2017,633721
2/26/2017,630814
2/27/2017,627907
2/28/2017,625000
3/1/2017,622093
3/2/2017,619186
3/3/2017,616279
3/4/2017,613372
3/5/2017,610465
3/6/2017,607558
3/7/2017,604651
3/8/2017,601744
3/9/2017,598837
3/10/2017,595930
3/11/2017,593023
3/12/2017,590116
3/13/2017,587209
3/14/2017,584302
3/15/2017,581395
3/16/2017,578488
3/17/2017,575581
3/18/2017,572674
3/19/2017,569767
3/20/2017,566860
3/21/2017,563953
3/22/2017,561047
3/23/2017,558140
3/24/2017,555233
3/25/2017,552326
3/26/2017,549419
3/27/2017,546512
3/28/2017,543605
3/29/2017,540698
3/30/2017,537791
3/31/2017,534884
4/1/2017,531977
4/2/2017,529070
4/3/2017,526163
4/4/2017,523256
4/5/2017,520349
4/6/2017,517442
4/7/2017,514535
4/8/2017,511628
4/9/2017,508721
4/10/2017,505814
4/11/2017,502907
4/12/2017,500000
4/13/2017,485714
4/14/2017,471429
4/15/2017,457143
4/16/2017,442857
4/17/2017,428571
4/18/2017,414286
4/19/2017,400000
4/20/2017,385714
4/21/2017,371429
4/22/2017,357143
4/23/2017,342857
4/24/2017,328571
4/25/2017,314286
4/26/2017,300000
4/27/2017,285714
4/28/2017,271429
4/29/2017,257143
4/30/2017,242857
5/1/2017,228571
5/2/2017,214286
5/3/2017,200000
5/4/2017,185714
5/5/2017,171429
5/6/2017,157143
5/7/2017,142857
5/8/2017,128571
5/9/2017,114286
5/10/2017,100000
5/11/2017,99840
5/12/2017,99680
5/13/2017,99520
5/14/2017,99360
5/15/2017,99200
5/16/2017,99040
5/17/2017,98880
5/18/2017,98720
5/19/2017,98560
5/20/2017,98400
5/21/2017,98240
5/22/2017,98080
5/23/2017,97920
5/24/2017,97760
5/25/2017,97600
5/26/2017,97440
5/27/2017,97280
5/28/2017,97120
5/29/2017,96960
5/30/2017,96800
5/31/2017,96640
6/1/2017,96480
6/2/2017,96320
6/3/2017,96160
6/4/2017,96000
6/5/2017,95840
6/6/2017,95680
6/7/2017,95520
6/8/2017,95360
6/9/2017,95200
6/10/2017,95040
6/11/2017,94880
6/12/2017,94720
6/13/2017,94560
6/14/2017,94400
6/15/2017,94240
6/16/2017,94080
6/17/2017,93920
6/18/2017,93760
6/19/2017,93600
6/20/2017,93440
6/21/2017,93280
6/22/2017,93120
6/23/2017,92960
6/24/2017,92800
6/25/2017,92640
6/26/2017,92480
6/27/2017,92320
6/28/2017,92160
6/29/2017,92000
6/30/2017,91840
7/1/2017,91680
7/2/2017,91520
7/3/2017,91360
7/4/2017,91200
7/5/2017,91040
7/6/2017,90880
7/7/2017,90720
7/8/2017,90560
7/9/2017,90400
7/10/2017,90240
7/11/2017,90080
7/12/2017,89920
7/13/2017,89760
7/14/2017,89600
7/15/2017,89440
7/16/2017,89280
7/17/2017,89120
7/18/2017,88960
7/19/2017,88800
7/20/2017,88640
7/21/2017,88480
7/22/2017,88320
7/23/2017,88160
7/24/2017,88000
7/25/2017,87840
7/26/2017,87680
7/27/2017,87520
7/28/2017,87360
7/29/2017,87200
7/30/2017,87040
7/31/2017,86880
8/1/2017,86720
8/2/2017,86560
8/3/2017,86400
8/4/2017,86240
8/5/2017,86080
8/6/2017,85920
8/7/2017,85760
8/8/2017,85600
8/9/2017,85440
8/10/2017,85280
8/11/2017,85120
8/12/2017,84960
8/13/2017,84800
8/14/2017,84640
8/15/2017,84480
8/16/2017,84320
8/17/2017,84160
8/18/2017,84000
8/19/2017,83840
8/20/2017,83680
8/21/2017,83520
8/22/2017,83360
8/23/2017,83200
8/24/2017,83040
8/25/2017,82880
8/26/2017,82720
8/27/2017,82560
8/28/2017,82400
8/29/2017,82240
8/30/2017,82080
8/31/2017,81920
9/1/2017,81760
9/2/2017,81600
9/3/2017,81440
9/4/2017,81280
9/5/2017,81120
9/6/2017,80960
9/7/2017,80800
9/8/2017,80640
9/9/2017,80480
9/10/2017,80320
9/11/2017,80160
9/12/2017,80000
9/13/2017,977000
9/14/2017,977911
9/15/2017,978821
9/16/2017,979732
9/17/2017,980642
9/18/2017,981553
9/19/2017,982463
9/20/2017,983374
9/21/2017,984285
9/22/2017,985195
9/23/2017,986106
9/24/2017,987016
9/25/2017,987927
9/26/2017,988837
9/27/2017,989748
9/28/2017,990659
9/29/2017,991569
9/30/2017,992480
10/1/2017,993390
10/2/2017,994301
10/3/2017,995211
10/4/2017,996122
10/5/2017,997033
10/6/2017,997943
10/7/2017,998854
10/8/2017,999764
10/9/2017,1000675
10/10/2017,1001585
10/11/2017,1002496
10/12/2017,1003407
10/13/2017,1004317
10/14/2017,1005228
10/15/2017,1006138
10/16/2017,1007049
10/17/2017,1007959
10/18/2017,1008870
10/19/2017,1009781
10/20/2017,1010691
10/21/2017,1011602
