date,count
1/1/2017,933000
1/2/2017,933311
1/3/2017,933622
1/4/2017,933933
1/5/2017,934244
1/6/2017,934556
1/7/2017,934867
1/8/2017,935178
1/9/2017,935489
1/10/2017,935800
1/11/2017,936111
1/12/2017,936422
1/13/2017,936733
1/14/2017,937044
1/15/2017,937356
1/16/2017,937667
1/17/2017,937978
1/18/2017,938289
1/19/2017,938600
1/20/2017,938911
1/21/2017,939222
1/22/2017,939533
1/23/2017,939844
1/24/2017,940156
1/25/2017,940467
1/26/2017,940778
1/27/2017,941089
1/28/2017,941400
1/29/2017,941711
1/30/2017,942022
1/31/2017,942333
2/1/2017,942644
2/2/2017,942956
2/3/2017,943267
2/4/2017,943578
2/5/2017,943889
2/6/2017,944200
2/7/2017,944511
2/8/2017,944822
2/9/2017,945133
2/10/2017,945444
2/11/2017,945756
2/12/2017,946067
2/13/2017,946378
2/14/2017,946689
2/15/2017,947000
2/16/2017,923500
2/17/2017,900000
2/18/2017,899500
2/19/2017,899000
2/20/2017,898500
2/21/2017,898000
2/22/2017,897500
2/23/2017,897000
2/24/2017,896500
2/25/2017,896000
2/26/2017,895500
2/27/2017,895000
2/28/2017,894500
3/1/2017,894000
3/2/2017,893500
3/3/2017,893000
3/4/2017,892500
3/5/2017,892000
3/6/2017,891500
3/7/2017,891000
3/8/2017,890500
3/9/2017,890000
3/10/2017,889500
3/11/2017,889000
3/12/2017,888500
3/13/2017,888000
3/14/2017,887500
3/15/2017,887000
3/16/2017,886500
3/17/2017,886000
3/18/2017,885500
3/19/2017,885000
3/20/2017,884500
3/21/2017,884000
3/22/2017,883500
3/23/2017,883000
3/24/2017,882500
3/25/2017,882000
3/26/2017,881500
3/27/2017,881000
3/28/2017,880500
3/29/2017,880000
3/30/2017,879500
3/31/2017,879000
4/1/2017,878500
4/2/2017,878000
4/3/2017,877500
4/4/2017,877000
4/5/2017,876500
4/6/2017,876000
4/7/2017,875500
4/8/2017,875000
4/9/2017,874500
4/10/2017,874000
4/11/2017,873500
4/12/2017,873000
4/13/2017,872500
4/14/2017,872000
4/15/2017,871500
4/16/2017,871000
4/17/2017,870500
4/18/2017,870000
4/19/2017,869500
4/20/2017,869000
4/21/2017,868500
4/22/2017,868000
4/23/2017,867500
4/24/2017,867000
4/25/2017,866500
4/26/2017,866000
4/27/2017,865500
4/28/2017,865000
4/29/2017,864500
4/30/2017,864000
5/1/2017,863500
5/2/2017,863000
5/3/2017,862500
5/4/2017,862000
5/5/2017,861500
5/6/2017,861000
5/7/2017,860500
5/8/2017,860000
5/9/2017,859500
5/10/2017,859000
5/11/2017,858500
5/12/2017,858000
5/13/2017,857500
5/14/2017,857000
5/15/2017,856500
5/16/2017,856000
5/17/2017,855500
5/18/2017,855000
5/19/2017,854500
5/20/2017,854000
5/21/2017,853500
5/22/2017,853000
5/23/2017,852500
5/24/2017,852000
5/25/2017,851500
5/26/2017,851000
5/27/2017,850500
5/28/2017,850000
5/29/2017,849500
5/30/2017,849000
5/31/2017,848500
6/1/2017,848000
6/2/2017,847500
6/3/2017,847000
6/4/2017,846500
6/5/2017,846000
6/6/2017,845500
6/7/2017,845000
6/8/2017,844500
6/9/2017,844000
6/10/2017,843500
6/11/2017,843000
6/12/2017,842500
6/13/2017,842000
6/14/2017,841500
6/15/2017,841000
6/16/2017,840500
6/17/2017,840000
6/18/2017,839500
6/19/2017,839000
6/20/2017,838500
6/21/2017,838000
6/22/2017,837500
6/23/2017,837000
6/24/2017,836500
6/25/2017,836000
6/26/2017,835500
6/27/2017,835000
6/28/2017,834500
6/29/2017,834000
6/30/2017,833500
7/1/2017,833000
7/2/2017,832500
