date,count
1/1/2017,4012681
1/2/2017,4017720.97
1/3/2017,4022760.939
1/4/2017,4027800.909
1/5/2017,4032840.879
1/6/2017,4037880.848
1/7/2017,4042920.818
1/8/2017,4047960.788
1/9/2017,4053000.758
1/10/2017,4058040.727
1/11/2017,4063080.697
1/12/2017,4068120.667
1/13/2017,4073160.636
1/14/2017,4078200.606
1/15/2017,4083240.576
1/16/2017,4088280.545
1/17/2017,4093320.515
1/18/2017,4098360.485
1/19/2017,4103400.455
1/20/2017,4108440.424
1/21/2017,4113480.394
1/22/2017,4118520.364
1/23/2017,4123560.333
1/24/2017,4128600.303
1/25/2017,4133640.273
1/26/2017,4138680.242
1/27/2017,4143720.212
1/28/2017,4148760.182
1/29/2017,4153800.152
1/30/2017,4158840.121
1/31/2017,4163880.091
2/1/2017,4168920.061
2/2/2017,4173960.03
2/3/2017,4179000
2/4/2017,4197971.831
2/5/2017,4216943.662
2/6/2017,4235915.493
2/7/2017,4254887.324
2/8/2017,4273859.155
2/9/2017,4292830.986
2/10/2017,4311802.817
2/11/2017,4330774.648
2/12/2017,4349746.479
2/13/2017,4368718.31
2/14/2017,4387690.141
2/15/2017,4406661.972
2/16/2017,4425633.803
2/17/2017,4444605.634
2/18/2017,4463577.465
2/19/2017,4482549.296
2/20/2017,4501521.127
2/21/2017,4520492.958
2/22/2017,4539464.789
2/23/2017,4558436.62
2/24/2017,4577408.451
2/25/2017,4596380.282
2/26/2017,4615352.113
2/27/2017,4634323.944
2/28/2017,4653295.775
3/1/2017,4672267.606
3/2/2017,4691239.437
3/3/2017,4710211.268
3/4/2017,4729183.099
3/5/2017,4748154.93
3/6/2017,4767126.761
3/7/2017,4786098.592
3/8/2017,4805070.423
3/9/2017,4824042.254
3/10/2017,4843014.085
3/11/2017,4861985.915
3/12/2017,4880957.746
3/13/2017,4899929.577
3/14/2017,4918901.408
3/15/2017,4937873.239
3/16/2017,4956845.07
3/17/2017,4975816.901
3/18/2017,4994788.732
3/19/2017,5013760.563
3/20/2017,5032732.394
3/21/2017,5051704.225
3/22/2017,5070676.056
3/23/2017,5089647.887
3/24/2017,5108619.718
3/25/2017,5127591.549
3/26/2017,5146563.38
3/27/2017,5165535.211
3/28/2017,5184507.042
3/29/2017,5203478.873
3/30/2017,5222450.704
3/31/2017,5241422.535
4/1/2017,5260394.366
4/2/2017,5279366.197
4/3/2017,5298338.028
4/4/2017,5317309.859
4/5/2017,5336281.69
4/6/2017,5355253.521
4/7/2017,5374225.352
4/8/2017,5393197.183
4/9/2017,5412169.014
